Property Name,Price,House Type,Area (sq ft),Bedrooms,Bathrooms,Receptions,Location,City/County,Postal Code,Price per sqft
Courtfield Gardens,2195000,Flat / Apartment,1268,2,2,2,Unknown,London,SW5 0PD,1731.0725552050474
Bassein Park Road,2400000,House,3029,6,6,6,Unknown,London,W12 9RZ,792.3407065037966
Park Mansions,850000,Flat / Apartment,975,3,3,3, Battersea,London,SW11 4HQ,871.7948717948718
Palace Road,4250000,House,6632,7,7,7,East Molesey,Surrey,KT8 9DN,640.832328106152
Manor House,1025000,Flat / Apartment,1070,3,3,3, Marylebone,London,NW1 5NP,957.9439252336449
Balcombe Street,520000,Flat / Apartment,411,1,1,1,Marylebone,London,NW1 6HD,1265.206812652068
Charlwood Road,1950000,House,2158,3,3,3,Putney,London,SW15 1PW,903.6144578313254
Corinthia Residences,8950000,New development,2956,3,3,3,10 Whitehall Place,London,SW1A 2BD,3027.7401894451964
Crane Grove,799950,House,686,2,2,2,Unknown,London,N7 8LE,1166.1078717201167
Lansdowne Drive,1295000,House,1364,3,3,3,Hackney,London,E8 3ER,949.4134897360703
Winterdown Road,775000,House,1149,2,2,2,Esher,Surrey,KT10 8LJ,674.4995648389904
Dartmouth Terrace,410000,Flat / Apartment,547,1,1,1,Blackheath,London,SE10 8AX,749.5429616087752
Embassy Works,625000,Flat / Apartment,541,1,1,1,10-12 Lawn Lane,London,SW8 1UD,1155.268022181146
Dance Square,650000,Flat / Apartment,571,1,1,1,Unknown,London,EC1V 3AN,1138.353765323993
Beacon Tower,595000,Flat / Apartment,735,2,2,2,1 Spectrum Way,London,SW18 4GL,809.5238095238095
Tamarind Court,2650000,New development,1191,2,2,2,Stone Hall Gardens,London,W8 5UP,2225.0209907640638
Wandsworth Common West Side,2500000,House,2882,6,6,6,Wandsworth,London,SW18 2ED,867.4531575294934
Queenstown Road,950000,House,1661,4,4,4,Battersea,London,SW8 3QD,571.944611679711
Fladgate House,820000,New development,797,1,1,1,Unknown,4 Circus Road West,SW11 8EU,1028.8582183186952
Heath Rise,1225000,Flat / Apartment,2056,3,3,3, Putney,London,SW15 3HF,595.817120622568
Pembridge Villas,1795000,Flat / Apartment,1118,2,2,2,Notting Hill,London,W11 3EL,1605.545617173524
The Woodlands,1000000,House,1666,3,3,3,Esher,Surrey,KT10 8DD,600.2400960384153
Holroyd Road,2295000,House,2899,4,4,4,Putney,London,SW15 6LN,791.6522938944464
Campden Hill Court,5000000,Flat / Apartment,2248,4,4,4,Campden Hill Road,London,W8 7HX,2224.1992882562276
Campion Road,2895000,House,3414,6,6,6,Putney,London,SW15 6NN,847.9789103690686
Rutland Gate,1000000,Flat / Apartment,728,2,2,2,Unknown,London,SW7 1BH,1373.6263736263736
Highbury New Park,625000,Flat / Apartment,825,2,2,2,Unknown,London,N5 2DJ,757.5757575757576
Freeland Road,3000000,House,4088,6,6,6,Ealing,London,W5 3HR,733.8551859099804
Edge Hill,3950000,New development,4438,5,5,5,Wimbledon,London,SW19 4NP,890.0405588102749
Gorst Road,2999000,House,3295,6,6,6,Unknown,London,SW11 6JE,910.1669195751138
Gloucester Street,965000,Flat / Apartment,925,2,2,2,Pimlico,London,SW1V 2DB,1043.2432432432433
Byfeld Gardens,2000000,House,2127,4,4,4,Barnes,London,SW13 9HP,940.2914903620123
Montagu Mews West,5000000,House,2332,4,4,4,Unknown,Marylebone,W1H 2EE,2144.082332761578
Marryat Place,3450000,New development,3802,5,5,5,Wimbledon,London,SW19 5BL,907.4171488690163
Callow Street,895000,Flat / Apartment,555,1,1,1,Unknown,London,SW3 6BJ,1612.6126126126126
Oxshott,5000000,House,7879,6,6,6,Unknown,Surrey,KT22 0QB,634.5982992765579
Stanley Grove,1095000,House,1256,4,4,4,Unknown,London,SW8 3PB,871.8152866242038
West Eaton Place Mews,5650000,House,2753,4,4,4,Belgravia,London,SW1X 8LY,2052.306574645841
Foyle Road,2820000,New development,3900,5,5,5,Blackheath,London,SE3 7RH,723.0769230769231
Worple Avenue,2250000,House,2835,5,5,5,Wimbledon,London,SW19 4JQ,793.6507936507936
Speldhurst Road,1450000,House,1667,4,4,4,South Hackney,London,E9 7EH,869.8260347930413
City Road,700000,Flat / Apartment,997,2,2,2,Unknown,London,EC1V 2NR,702.1063189568706
Exchange Building,1850000,Penthouse,1836,2,2,2, Spitalfields,London,E1 6NQ,1007.6252723311546
Doughty Street,3000000,House,3325,7,7,7,Bloomsbury,London,WC1N 2AA,902.2556390977444
Boundaries Road,1525000,House,2232,5,5,5,Unknown,London,SW12 8HG,683.2437275985664
Hatton Wall,1350000,Penthouse,1117,2,2,2,Clerkenwell,London,EC1N 8JJ,1208.5944494180842
Dallington Street,625000,Flat / Apartment,636,1,1,1,Clerkenwell,London,EC1V 0DB,982.7044025157232
Marville Road,1650000,House,1576,4,4,4,Fulham,London,SW6 7BB,1046.9543147208121
Inverness Street,450000,Flat / Apartment,500,1,1,1,Camden,London,NW1 7HB,900.0
Telford Terrace,1625000,House,1372,4,4,4,Unknown,London,SW1V 3AE,1184.402332361516
The Drive,1000000,House,1528,4,4,4,Unknown,Northwood,HA6 1HW,654.4502617801047
Rosebery Avenue,850000,Flat / Apartment,848,2,2,2,Clerkenwell,London,EC1R 4UL,1002.3584905660377
Spencer Road,2495000,House,3609,6,6,6,Unknown,Twickenham,TW2 5TH,691.3272374619008
Chiswick Quay,2250000,House,2469,4,4,4,Unknown,London,W4 3UR,911.3001215066829
Hamilton Terrace,3950000,House,2803,5,5,5,St. John's Wood,London,NW8 9UG,1409.204423831609
Surrey Square,1750000,House,2396,5,5,5,Unknown,London,SE17 2JX,730.3839732888147
Newcastle House,1195000,Flat / Apartment,678,1,1,1, Marylebone,London,W1U 5BR,1762.5368731563422
Magdalen Road,650000,Flat / Apartment,1077,2,2,2,Wandsworth,London,SW18 3NY,603.5283194057567
Perrymead Street,3000000,House,3027,5,5,5, Parsons Green,London,SW6 3SN,991.0802775024777
Ceram Court,550000,Flat / Apartment,960,2,2,2, Bow,London,E3 3GW,572.9166666666666
Bristol House,1000000,Flat / Apartment,659,1,1,1,67 Lower Sloane Street,London,SW1W 8DD,1517.4506828528072
Park Square East,9950000,House,4876,6,6,6,Regent's Park,London,NW1 4LH,2040.6070549630845
Chelsea Square,11950000,House,4785,5,5,5,Unknown,London,SW3 6LH,2497.387669801463
Trefoil Road,1500000,House,2123,5,5,5,Wandsworth,London,SW18 2EQ,706.547338671691
Leathwaite Road,599999,Flat / Apartment,665,2,2,2,Unknown,London,SW11 1XG,902.2541353383459
Nevern Square,995000,Flat / Apartment,1021,2,2,2,Unknown,London,SW5 9NN,974.5347698334966
Plender Street,525000,Flat / Apartment,565,1,1,1,Camden,London,NW1 0LB,929.2035398230089
Ebury Street,2395000,Flat / Apartment,1190,3,3,3,Unknown,London,SW1W 0PA,2012.6050420168067
Abingdon Court,2100000,Flat / Apartment,1367,3,3,3, Kensington,London,W8 6BS,1536.2106803218728
Geraldine Road,800000,Flat / Apartment,1044,2,2,2,Wandsworth,London,SW18 2NT,766.2835249042146
Glenalmond House,885000,Flat / Apartment,1113,3,3,3, Putney,London,SW15 3LP,795.1482479784366
Howards Lane,2395000,House,2881,5,5,5,Putney,London,SW15 6NZ,831.3085734120098
Maitland Court,1680000,Flat / Apartment,1502,3,3,3, Paddington,London,W2 3PD,1118.508655126498
Thornton Avenue,2000000,House,2178,4,4,4,Chiswick,London,W4 1QF,918.2736455463728
Corney Reach Way,1175000,House,1752,3,3,3,Chiswick,London,W4 2TY,670.662100456621
Fulham Park Gardens,2350000,House,2720,6,6,6,Fulham,London,SW6 4JX,863.9705882352941
Bute Avenue,4200000,House,4591,6,6,6,Richmond,Surrey,TW10 7AX,914.8333696362448
Chepstow Road,1550000,Flat / Apartment,1227,2,2,2,Notting Hill,London,W2 5BH,1263.243683781581
St. Dionis Road,2500000,House,2314,4,4,4, Fulham,London,SW6 4TT,1080.3802938634399
Weststand Apartments,695000,Flat / Apartment,871,2,2,2,Highbury Stadium Square,London,N5 1FH,797.9334098737083
Harefield,775000,House,1368,3,3,3,Esher,Surrey,KT10 9TG,566.5204678362574
Philbeach Gardens,4950000,House,4622,6,6,6,Unknown,London,SW5 9EB,1070.9649502379923
Philbeach Gardens,1795000,Flat / Apartment,1402,4,4,4,Unknown,London,SW5 9DY,1280.3138373751783
Wandsworth Common West Side,2550000,House,2665,5,5,5,Wandsworth,London,SW18 2ED,956.8480300187617
Oyster Wharf,565000,Flat / Apartment,711,2,2,2, Battersea,London,SW11 3RJ,794.6554149085795
Block A,2500000,Flat / Apartment,1950,3,3,3,50 Holland Street,London,SE1 9FU,1282.051282051282
East Hill,885000,Flat / Apartment,920,2,2,2,Wandsworth,London,SW18 2HG,961.9565217391304
Sefton Street,399950,New development,362,1,1,1,Putney,London,SW15 1NA,1104.8342541436464
Darwin Court,895000,Flat / Apartment,1013,2,2,2, Primrose Hill,London,NW1 7BQ,883.5143139190524
North Side Wandsworth Common,550000,Flat / Apartment,654,2,2,2,Unknown,London,SW18 2SL,840.9785932721712
Airedale Road,1450000,House,2270,4,4,4,Unknown,London,SW12 8SF,638.7665198237886
Television Centre,1160000,New development,861,2,2,2,101 Wood Lane,London,W12 7FT,1347.2706155632984
Atrium Apartments,2500000,Flat / Apartment,1227,2,2,2, St John's Wood,London,NW8 7EA,2037.4898125509374
Ennismore Gardens,1575000,Flat / Apartment,699,1,1,1,Unknown,London,SW7 1NP,2253.218884120172
Langdon Park Road,2500000,House,3613,7,7,7,Highgate,London,N6 5QG,691.9457514530861
Draycott Place,1150000,Flat / Apartment,682,1,1,1,Unknown,London,SW3 2SB,1686.217008797654
Fassett Square,1450000,House,1727,4,4,4,Unknown,London,E8 1DQ,839.6062536189925
Cadogan Lane,2650000,House,1304,2,2,2,Unknown,London,SW1X 9DX,2032.2085889570553
Birkbeck Road,1175000,House,1601,4,4,4,Wimbledon,London,SW19 8NZ,733.9163023110556
Loddiges Road,360000,Flat / Apartment,630,2,2,2,South Hackney,London,E9 7PJ,571.4285714285714
Linnet Court,670000,Flat / Apartment,920,2,2,2, Putney,London,SW15 6RJ,728.2608695652174
Thornton Place,799500,Flat / Apartment,898,2,2,2,Unknown,London,SW4 0AB,890.3118040089087
Hartismere Road,1250000,House,1828,4,4,4,Fulham,London,SW6 7UE,683.8074398249453
Ayr Court,350000,Flat / Apartment,422,1,1,1,Monks Drive,London,W3 0EA,829.3838862559242
Kings Drive,895000,House,1579,4,4,4,Thames Ditton,Surrey,KT7 0TH,566.8144395186827
Fee Farm Road,1500000,House,2122,5,5,5, Esher,Surrey,KT10 0JX,706.880301602262
Trevor Square,4250000,House,1978,4,4,4,Knightsbridge,London,SW7 1DY,2148.6349848331647
Porteus Place,1225000,Flat / Apartment,1262,3,3,3,Unknown,London,SW4 0AS,970.6814580031696
Newark Street,1150000,House,1447,4,4,4,Unknown,London,E1 2AA,794.7477539737388
Queen Anne's Gate,14850000,House,7800,6,6,6,Unknown,London,SW1H 9AA,1903.8461538461538
Larkhall Rise,2250000,House,2422,5,5,5,Unknown,London,SW4 6LB,928.9843104872007
Gore Road,405000,Flat / Apartment,376,1,1,1,South Hackney,London,E9 7HR,1077.127659574468
Eleven Acre Rise,2750000,House,5310,5,5,5,Loughton,Essex,IG10 1AN,517.8907721280602
Southgate Road,1695000,House,2160,4,4,4,Islington,London,N1 3HX,784.7222222222222
Cross Street,850000,Flat / Apartment,770,2,2,2,Islington,London,N1 2BA,1103.8961038961038
Television Centre,1295000,Flat / Apartment,924,2,2,2,101 Wood Lane,London,W12 7FT,1401.5151515151515
80 Rainville Road,2750000,Flat / Apartment,1765,3,3,3,Hammersmith,London,W6 9HS,1558.0736543909347
The Tower,2750000,Flat / Apartment,1539,3,3,3, Vauxhall,London,SW8 2DA,1786.8745938921377
Maddox Street,1500000,Flat / Apartment,638,1,1,1,Unknown,London,W1S 2QJ,2351.0971786833857
City Road,599950,Flat / Apartment,495,1,1,1,Clerkenwell,London,EC1V 2PY,1212.020202020202
Mulberry Court,1100000,Flat / Apartment,1461,3,3,3,1 School Mews,London,E1 0EW,752.9089664613279
Eton Avenue,4750000,House,2890,5,5,5,Belsize Park,London,NW3 3HL,1643.598615916955
Castelnau,2500000,House,3053,5,5,5,Barnes,London,SW13 9EW,818.8666885031117
Richard Burbidge Mansions,1250000,Flat / Apartment,1281,2,2,2,1 Brasenose Drive,London,SW13 8RB,975.800156128025
Boat Race House,1650000,New development,1887,2,2,2,63 Mortlake High Street,London,SW14 8HL,874.4038155802862
Cathcart Road,6250000,House,3215,5,5,5,Chelsea,London,SW10 9NN,1944.0124416796268
London House,5295000,Penthouse,2807,4,4,4, St John's Wood,London,NW8 7PX,1886.3555397221232
Hasker Street,3500000,House,1481,3,3,3,Unknown,London,SW3 2LQ,2363.268062120189
Ovington Square,14500000,House,7156,6,6,6,Unknown,London,SW3 1LJ,2026.2716601453326
Somerset Square,4250000,House,2631,2,2,2,Unknown,London,W14 8EE,1615.3553781832004
Lanherne House,699950,Flat / Apartment,1087,3,3,3,9 The Downs,London,SW20 8JG,643.9282428702852
Craven Hill Gardens,1100000,Flat / Apartment,718,1,1,1,Unknown,London,W2 3EA,1532.033426183844
Studdridge Street,3100000,House,2885,6,6,6, Fulham,London,SW6 3SL,1074.523396880416
Spinnaker House,700000,Flat / Apartment,990,2,2,2, Battersea,London,SW18 1FR,707.070707070707
Artillery Mansions,1600000,Flat / Apartment,1078,2,2,2, Westminster,London,SW1H 0HX,1484.2300556586272
Huntingfield Road,625000,House,899,2,2,2,Putney,London,SW15 5ER,695.2169076751946
Briary Close,1895000,House,1975,5,5,5,Swiss Cottage,London,NW3 3JZ,959.493670886076
Ladbroke Grove,485000,Flat / Apartment,454,1,1,1,Notting Hill,London,W11 1PG,1068.2819383259912
Layer Gardens,2150000,House,2887,6,6,6,Ealing,London,W3 9PR,744.717700034638
Sindercombe Mews,1200000,House,1358,2,2,2,Unknown,London,W12 9BQ,883.6524300441827
Faraday Lodge,565000,Flat / Apartment,895,2,2,2, Greenwich,London,SE10 0QL,631.2849162011173
Broomwood Road,600000,Flat / Apartment,736,3,3,3,Unknown,London,SW11 6JF,815.2173913043479
Boat Race House,1850000,New development,1978,3,3,3,63 Mortlake High Street,London,SW14 8HL,935.2881698685541
Eglantine Road,1275000,House,1766,4,4,4,Wandsworth,London,SW18 2DD,721.9705549263873
Longmoore Street,2100000,House,1913,4,4,4,Unknown,London,SW1V 1JQ,1097.7522216414009
Elizabeth Street,3450000,Flat / Apartment,2377,5,5,5,Unknown,London,SW1W 9PB,1451.409339503576
Elsworthy Rise,1050000,New development,546,1,1,1,Primrose Hill,London,NW3 3DS,1923.076923076923
Well Road,6950000,New development,4295,5,5,5,Hampstead,London,NW3 1LH,1618.1606519208383
St John Street,999950,Penthouse,764,2,2,2,Unknown,London,EC1V 4ND,1308.8350785340315
Mandeville Courtyard,995000,Flat / Apartment,1115,2,2,2, Battersea,London,SW11 4NB,892.3766816143498
Hornsey Lane Gardens,1150000,Flat / Apartment,1346,3,3,3,Highgate,London,N6 5NY,854.3833580980684
Boat Race House,2200000,Penthouse,1715,2,2,2,63 Mortlake High Street,London,SW14 8HL,1282.798833819242
Boat Race House,1800000,Penthouse,1490,2,2,2,63 Mortlake High Street,London,SW14 8HL,1208.0536912751677
Warwick Way,680000,Flat / Apartment,681,2,2,2,Unknown,London,SW1V 1QR,998.5315712187959
Butler House,925000,New development,1033,3,3,3, Maida Vale,London,W9 2DP,895.4501452081316
Westbourne Terrace Road,1800000,Flat / Apartment,1441,3,3,3,Little Venice,London,W2 6NG,1249.1325468424704
Packington Street,1000000,Flat / Apartment,923,2,2,2,Islington,London,N1 8RA,1083.4236186348862
Vincent Close,1765000,House,3354,5,5,5,Esher,Surrey,KT10 8AW,526.23732856291
Horseshoe Court,835000,Flat / Apartment,744,2,2,2,11 Brewhouse Yard,London,EC1V 4JU,1122.3118279569892
Tring Avenue,1900000,House,2599,5,5,5,Unknown,London,W5 3QD,731.050404001539
Jackson & Joseph Building,1900000,Flat / Apartment,2114,2,2,2,8 Princelet Street,London,E1 6QJ,898.7701040681173
Upper Richmond Road,540000,Flat / Apartment,615,2,2,2,Putney,London,SW15 2TX,878.0487804878048
Palm House,899950,Flat / Apartment,1025,3,3,3,70 Sancroft Street,London,SE11 5AH,878.0
Poppyfield House,460000,Flat / Apartment,767,2,2,2,Copperwood Place,London,SE10 8GD,599.7392438070405
Ormond House,730000,Flat / Apartment,626,2,2,2,Medway Street,London,SW1P 2TB,1166.1341853035144
Lingfield Road,1495000,Flat / Apartment,1618,3,3,3,Unknown,London,SW19 4PU,923.9802224969097
Blue Row Cottage,525000,House,833,3,3,3,Upshirebury Green,Essex,EN9 3ST,630.2521008403361
Carlton Hill,1195000,Flat / Apartment,839,2,2,2,St. John's Wood,London,NW8 0JY,1424.3146603098928
Eardley Crescent,775000,Flat / Apartment,828,2,2,2,Unknown,London,SW5 9JS,935.9903381642512
Anhalt Road,3200000,House,2634,5,5,5,Battersea,London,SW11 4NZ,1214.8823082763856
Clare Hill,2495000,House,4185,6,6,6,Esher,Surrey,KT10 9NB,596.1768219832736
Hardman Road,699950,House,1037,3,3,3,Kingston upon Thames,Surrey,KT2 6RH,674.9758919961428
Carew Road,500000,Flat / Apartment,955,2,2,2,Northwood,Middlesex,HA6 3NL,523.5602094240837
Almeric Road,699999,Flat / Apartment,970,2,2,2,Unknown,London,SW11 1HL,721.6484536082475
Ellington Street,500000,Flat / Apartment,462,1,1,1,Unknown,London,N7 8PL,1082.2510822510822
Seymour Road,1150000,House,1774,4,4,4,East Molesey,Surrey,KT8 0PB,648.2525366403607
17 Lillie Square,2170000,New development,1083,3,3,3, Earls Court,London,SW6 1UE,2003.6934441366575
Queen's Gate Terrace,1395000,Flat / Apartment,924,2,2,2,Unknown,London,SW7 5PL,1509.7402597402597
Brynmaer Road,2300000,House,2062,4,4,4,Unknown,London,SW11 4EW,1115.4219204655674
Eagle Point,899995,Flat / Apartment,863,2,2,2, Old Street,London,EC1V 1AR,1042.8679026651216
Battersea High Street,900000,House,902,2,2,2,Unknown,London,SW11 3HX,997.7827050997782
Norfolk Road,6395000,House,2944,3,3,3,St. John's Wood,London,NW8 6HE,2172.2146739130435
Belgravia Court,1350000,Flat / Apartment,750,2,2,2,33 Ebury Street,London,SW1W 0NY,1800.0
Icon Apartments,5000000,Penthouse,4004,4,4,4, Pimlico,London,SW1V 3JY,1248.7512487512488
Queensmill Road,2300000,House,2713,6,6,6,Fulham,London,SW6 6JP,847.7699963140435
Welbeck House,6100000,Flat / Apartment,2625,5,5,5, Marylebone,London,W1G 9XE,2323.809523809524
Castlebar Hill,950000,House,968,2,2,2,Ealing,London,W5 1TD,981.404958677686
St. George's Square,2325000,Penthouse,1895,4,4,4,Pimlico,London,SW1V 3QN,1226.9129287598944
Ingram Avenue,17950000,House,14358,7,7,7,Hampstead Garden Suburb,London,NW11 6TL,1250.174118958072
Coleherne Court,1195000,Flat / Apartment,1039,3,3,3,Old Brompton Road,London,SW5 0EE,1150.1443695861406
Airedale Avenue,2250000,House,1874,5,5,5,Chiswick,London,W4 2NW,1200.640341515475
Bridges Wharf,595000,Flat / Apartment,674,2,2,2, Battersea,London,SW11 3GZ,882.7893175074184
Birdhurst Road,700000,Flat / Apartment,801,3,3,3,Unknown,London,SW18 1AR,873.9076154806492
Ann Street,675000,Flat / Apartment,736,2,2,2,Unknown,London,N1 7FF,917.1195652173913
Quartz House,800000,Flat / Apartment,907,2,2,2, Ealing,London,W5 2XA,882.0286659316428
Kings Road,1100000,Flat / Apartment,1156,2,2,2,Unknown,London,SW10 0TX,951.5570934256056
Kingsway,995000,Flat / Apartment,685,2,2,2,Unknown,London,WC2B 6EL,1452.5547445255474
North Gate,3500000,Flat / Apartment,2423,4,4,4, St. John's Wood,London,NW8 7EJ,1444.4903012794057
Burlington Gardens,3950000,House,4188,7,7,7,Chiswick,London,W4 4LT,943.170964660936
South Terrace,6750000,House,3719,5,5,5,Unknown,London,SW7 2TB,1815.0040333422962
Wilton Place,9000000,House,4039,5,5,5,Unknown,London,SW1X 8RL,2228.2743253280514
Bentley Priory,700000,Flat / Apartment,1221,3,3,3, Stanmore,Middlesex,HA7 3FB,573.3005733005733
Oaklands Estate,500000,Flat / Apartment,945,4,4,4,Clapham,London,SW4 8AG,529.1005291005291
Kirby Street,950000,Flat / Apartment,870,2,2,2,Clerkenwell,London,EC1N 8TE,1091.9540229885058
St. Luke's Avenue,1100000,New development,1310,2,2,2,Unknown,London,SW4 7EB,839.6946564885496
Carillon Court,470000,Penthouse,496,1,1,1, Shoreditch,London,E1 5EN,947.5806451612904
Petersham Road,2980000,House,3433,6,6,6,Richmond,Surrey,TW10 7DA,868.0454413049811
Hopkinsons Place,1250000,Flat / Apartment,969,3,3,3,Primrose Hill,London,NW1 8TN,1289.9896800825593
Reform Street,850000,House,1017,2,2,2,Battersea,London,SW11 5AJ,835.7915437561455
Tufton Court,1325000,Flat / Apartment,1167,3,3,3,Tufton Street,London,SW1P 3QH,1135.3898886032562
The Knightsbridge Apartments,6950000,Flat / Apartment,1584,3,3,3,199 Knightsbridge,London,SW7 1RH,4387.626262626262
Hilliard Road,650000,House,1386,4,4,4,Northwood,Middlesex,HA6 1SP,468.97546897546897
St. Peters Square,3400000,House,2441,4,4,4,Hammersmith,London,W6 9AB,1392.8717738631708
Drake House,1650000,Flat / Apartment,1189,2,2,2,76 Marsham Street,London,SW1P 4LY,1387.7207737594617
The Belvedere,2750000,Flat / Apartment,2080,4,4,4, Chelsea,London,SW10 0XA,1322.1153846153845
Wheatley Street,2200000,Flat / Apartment,1119,2,2,2,Marylebone,London,W1G 8PS,1966.041108132261
Ellerby Street,3875000,House,4095,7,7,7, Fulham,London,SW6 6EY,946.2759462759462
Cornwall Gardens,4350000,Penthouse,2494,3,3,3,Unknown,London,SW7 4BQ,1744.1860465116279
Colefax Building,475000,Flat / Apartment,542,1,1,1,23 Plumbers Row,London,E1 1EQ,876.3837638376384
Sculpture House,450000,Flat / Apartment,738,2,2,2,4 Killick Way,London,E1 3FE,609.7560975609756
Westbourne Terrace,1450000,Flat / Apartment,1067,2,2,2,Unknown,London,W2 6QT,1358.950328022493
Durham Terrace,2250000,Flat / Apartment,1539,2,2,2,Unknown,London,W2 5PB,1461.9883040935672
New Road,4750000,House,8081,7,7,7,Esher,Surrey,KT10 9PG,587.7985397846801
Cedars Road,3500000,House,3001,5,5,5,Barnes,London,SW13 0HP,1166.2779073642118
New Atlas Wharf,865000,Flat / Apartment,1551,3,3,3,3 Arnhem Place,London,E14 3SS,557.7047066408769
Benbow House,8250000,Penthouse,4555,5,5,5, Southwark,London,SE1 9DS,1811.1964873765094
Kent Terrace,7500000,House,3792,5,5,5,Regent's Park,London,NW1 4RP,1977.8481012658228
